Timestamp,Leaf Wetness,Temperature (°C),Humidity (%),Rainfall (mm),Fungal Risk
2025-05-19 01:30:00,No,23.1,73.6,0.0,Low
2025-05-19 02:00:00,No,16.9,78.2,0.02,Low
2025-05-19 02:30:00,Yes,9.0,89.0,1.52,Medium
2025-05-19 03:00:00,Yes,23.3,68.6,0.34,Medium
2025-05-19 03:30:00,Yes,20.0,86.0,1.03,Medium
2025-05-19 04:00:00,Yes,16.3,80.8,0.87,Medium
2025-05-19 04:30:00,Yes,27.3,87.0,1.13,Medium
2025-05-19 05:00:00,Yes,20.4,94.1,0.83,High
2025-05-19 05:30:00,Yes,15.7,94.0,1.06,Medium
2025-05-19 06:00:00,Yes,17.8,75.2,0.74,Medium
2025-05-19 06:30:00,Yes,22.3,82.0,0.75,Medium
2025-05-19 07:00:00,Yes,28.5,90.7,0.65,Medium
2025-05-19 07:30:00,Yes,24.7,69.7,0.82,Medium
2025-05-19 08:00:00,No,29.0,77.8,0.0,Low
2025-05-19 08:30:00,No,16.7,69.1,0.0,Low
2025-05-19 09:00:00,Yes,18.1,65.9,0.51,Medium
2025-05-19 09:30:00,Yes,24.5,70.9,1.72,Medium
2025-05-19 10:00:00,Yes,22.6,90.3,0.0,High
2025-05-19 10:30:00,Yes,24.3,69.1,1.21,Medium
2025-05-19 11:00:00,Yes,20.9,85.5,0.0,Medium
2025-05-19 11:30:00,Yes,15.5,86.0,0.0,Medium
2025-05-19 12:00:00,Yes,22.3,66.3,1.18,Medium
2025-05-19 12:30:00,Yes,13.8,85.5,1.0,Medium
2025-05-19 13:00:00,Yes,16.5,85.8,0.71,Medium
2025-05-19 13:30:00,No,17.3,69.9,0.0,Low
2025-05-19 14:00:00,Yes,21.7,64.4,0.58,Medium
2025-05-19 14:30:00,Yes,18.7,86.8,0.26,Medium
2025-05-19 15:00:00,Yes,18.4,87.3,0.77,Medium
2025-05-19 15:30:00,No,21.6,84.7,0.0,Low
2025-05-19 16:00:00,Yes,23.8,86.1,0.0,Medium
2025-05-19 16:30:00,Yes,18.8,79.6,0.39,Medium
2025-05-19 17:00:00,Yes,21.7,94.3,1.37,High
2025-05-19 17:30:00,Yes,13.4,86.2,1.56,Medium
2025-05-19 18:00:00,Yes,21.9,90.9,2.11,High
2025-05-19 18:30:00,Yes,25.1,82.5,1.34,Medium
2025-05-19 19:00:00,Yes,20.7,80.2,0.22,Medium
2025-05-19 19:30:00,Yes,27.8,71.8,1.73,Medium
2025-05-19 20:00:00,Yes,22.5,66.0,0.79,Medium
2025-05-19 20:30:00,Yes,9.5,86.3,1.21,Medium
2025-05-19 21:00:00,Yes,17.0,81.2,2.06,Medium
2025-05-19 21:30:00,Yes,17.5,69.4,1.69,Medium
2025-05-19 22:00:00,Yes,29.8,80.0,1.31,Medium
2025-05-19 22:30:00,No,26.7,72.6,0.11,Low
2025-05-19 23:00:00,Yes,26.2,96.9,0.95,High
2025-05-19 23:30:00,Yes,15.6,99.9,0.08,Medium
2025-05-20 00:00:00,Yes,18.3,83.4,1.74,Medium
2025-05-20 00:30:00,Yes,24.3,84.1,0.87,Medium
2025-05-20 01:00:00,Yes,20.2,85.6,0.0,Medium
2025-05-20 01:30:00,No,18.5,82.4,0.0,Low
2025-05-20 02:00:00,Yes,21.9,78.0,1.9,Medium
2025-05-20 02:30:00,Yes,27.9,75.3,0.38,Medium
2025-05-20 03:00:00,Yes,19.6,75.5,0.66,Medium
2025-05-20 03:30:00,Yes,16.2,68.7,1.0,Medium
2025-05-20 04:00:00,Yes,23.1,72.0,1.22,Medium
2025-05-20 04:30:00,Yes,16.8,82.5,1.16,Medium
2025-05-20 05:00:00,No,19.8,84.5,0.09,Low
2025-05-20 05:30:00,No,19.0,77.9,0.0,Low
2025-05-20 06:00:00,No,19.1,64.5,0.11,Low
2025-05-20 06:30:00,Yes,18.6,77.4,0.31,Medium
2025-05-20 07:00:00,Yes,19.7,84.8,1.2,Medium
2025-05-20 07:30:00,No,16.8,68.0,0.0,Low
2025-05-20 08:00:00,No,17.6,76.5,0.0,Low
2025-05-20 08:30:00,Yes,13.5,75.4,0.65,Medium
2025-05-20 09:00:00,No,23.0,74.4,0.17,Low
2025-05-20 09:30:00,No,15.4,79.7,0.0,Low
2025-05-20 10:00:00,Yes,22.9,62.1,0.21,Low
2025-05-20 10:30:00,Yes,21.5,81.8,2.65,Medium
2025-05-20 11:00:00,Yes,21.7,70.0,0.42,Medium
2025-05-20 11:30:00,No,11.1,79.2,0.0,Low
2025-05-20 12:00:00,Yes,24.6,74.5,0.41,Medium
2025-05-20 12:30:00,Yes,16.8,97.4,0.24,Medium
2025-05-20 13:00:00,Yes,29.2,88.1,0.89,Medium
2025-05-20 13:30:00,No,21.8,83.9,0.0,Low
2025-05-20 14:00:00,Yes,18.6,88.5,0.46,Medium
2025-05-20 14:30:00,Yes,13.0,79.5,1.86,Medium
2025-05-20 15:00:00,Yes,26.2,79.4,1.26,Medium
2025-05-20 15:30:00,No,18.2,63.0,0.0,Low
2025-05-20 16:00:00,Yes,27.8,77.3,0.31,Medium
2025-05-20 16:30:00,Yes,18.5,99.0,1.8,High
2025-05-20 17:00:00,Yes,31.1,78.4,0.74,Medium
2025-05-20 17:30:00,Yes,12.4,94.8,0.0,Medium
2025-05-20 18:00:00,No,21.1,69.0,0.03,Low
2025-05-20 18:30:00,No,15.8,73.9,0.07,Low
2025-05-20 19:00:00,Yes,17.3,88.3,0.0,Medium
2025-05-20 19:30:00,Yes,21.1,92.2,0.09,High
2025-05-20 20:00:00,Yes,16.4,77.7,1.44,Medium
2025-05-20 20:30:00,Yes,21.0,74.7,0.89,Medium
2025-05-20 21:00:00,Yes,14.5,86.8,0.83,Medium
2025-05-20 21:30:00,No,18.5,71.6,0.0,Low
2025-05-20 22:00:00,Yes,22.7,92.3,0.0,High
2025-05-20 22:30:00,No,22.3,59.1,0.03,Low
2025-05-20 23:00:00,No,19.8,70.9,0.0,Low
2025-05-20 23:30:00,Yes,16.7,82.9,0.35,Medium
2025-05-21 00:00:00,No,8.8,58.8,0.01,Low
2025-05-21 00:30:00,No,22.3,52.5,0.1,Low
2025-05-21 01:00:00,Yes,17.4,93.9,0.19,Medium
2025-05-21 01:30:00,No,21.9,81.4,0.0,Low
2025-05-21 02:00:00,Yes,23.8,82.2,0.91,Medium
2025-05-21 02:30:00,Yes,39.6,59.2,1.88,Medium
2025-05-21 03:00:00,Yes,18.6,82.9,0.46,Medium
2025-05-21 03:30:00,Yes,17.9,74.3,0.76,Medium
2025-05-21 04:00:00,Yes,12.4,87.5,0.17,Medium
2025-05-21 04:30:00,Yes,14.3,75.5,1.51,Medium
2025-05-21 05:00:00,No,17.3,83.6,0.0,Low
2025-05-21 05:30:00,Yes,23.8,86.9,1.98,Medium
2025-05-21 06:00:00,Yes,19.1,86.7,0.58,Medium
2025-05-21 06:30:00,Yes,26.5,72.8,1.1,Medium
2025-05-21 07:00:00,Yes,19.0,79.4,0.57,Medium
2025-05-21 07:30:00,Yes,21.3,78.8,0.67,Medium
2025-05-21 08:00:00,Yes,27.9,89.9,1.2,Medium
2025-05-21 08:30:00,Yes,17.7,71.1,1.26,Medium
2025-05-21 09:00:00,Yes,24.4,94.7,0.02,High
2025-05-21 09:30:00,No,18.9,63.6,0.19,Low
2025-05-21 10:00:00,Yes,25.0,75.3,1.01,Medium
2025-05-21 10:30:00,No,19.0,83.2,0.0,Low
2025-05-21 11:00:00,Yes,20.4,50.1,0.35,Medium
2025-05-21 11:30:00,Yes,11.8,92.1,1.12,Medium
2025-05-21 12:00:00,Yes,22.3,95.2,0.0,High
2025-05-21 12:30:00,Yes,28.7,89.3,0.31,Medium
2025-05-21 13:00:00,No,25.7,68.9,0.0,Low
2025-05-21 13:30:00,No,17.0,74.7,0.0,Low
2025-05-21 14:00:00,Yes,26.1,77.4,0.78,Medium
2025-05-21 14:30:00,Yes,17.1,61.8,0.72,Medium
2025-05-21 15:00:00,No,10.4,79.3,0.0,Low
2025-05-21 15:30:00,Yes,29.9,89.1,0.58,Medium
2025-05-21 16:00:00,Yes,26.3,71.5,0.93,Medium
2025-05-21 16:30:00,Yes,21.0,82.6,1.52,Medium
2025-05-21 17:00:00,No,23.7,82.9,0.0,Low
2025-05-21 17:30:00,Yes,15.2,78.8,0.57,Medium
2025-05-21 18:00:00,Yes,14.3,104.1,1.71,Medium
2025-05-21 18:30:00,Yes,23.0,80.7,0.33,Medium
2025-05-21 19:00:00,Yes,15.2,80.8,0.71,Medium
2025-05-21 19:30:00,Yes,13.8,83.3,0.38,Medium
